menus_id,名字,平均分,收藏,浏览,工艺,口味,时间,难度,主料,辅料,禁忌综合,糖,脂肪,热量
5447,油焖春笋，适时食鲜,3.364, 311 收藏 , 47669 浏览,焖,酱香味,30分钟,初中水平,"['春笋 5~6份', '五花肉 适量']","['味达美醇鲜蚝油 2勺', '遵循自然原酿酱油 2勺', '糖 1勺', '盐 适量']","['高血压人群 建议多吃', '高血糖人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 建议多吃']",3.99克,1克,36.7大卡
14519,年夜饭必不可少的硬菜：蒜苔炒腊肉,4.916, 34 收藏 , 2975 浏览,炒,咸鲜味,15分钟,未知,"['腊肉 200克', '蒜苔 200克', '大蒜 5瓣', '盐 1勺', '五香粉 半勺', '鸡粉 半勺', '生抽 1勺']",['食用油 适量'],"['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",7.21克,23.5克,277大卡
1359,鲊辣椒炒鸡蛋,3.889, 5 收藏 , 3152 浏览,炒,家常味,5分钟,初级入门,"['鲊辣椒 300克', '鸡蛋 100克']","['香葱 20克', '盐 1克']","['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",4.2克,2.2克,54.5大卡
6707,豆皮肉卷,3.598, 1439 收藏 , 14719 浏览,炖,咸鲜味,90分钟,中级掌勺,"['豆皮 2张', '猪肉 200克']","['料酒 3克', '生抽 5克', '盐 2克', '淀粉 5克']","['高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",6.37克,27.7克,419大卡
14533,黑椒蒸龙利鱼,3.078, 3 收藏 , 2910 浏览,蒸,家常味,30分钟,新手尝试,['龙利鱼 1片'],"['油  12克', '香菜  2克', '红椒  1克', '料酒  12克', '盐  2克', '胡椒粉  1克', '蒸鱼豉油  15克', '黑胡椒颗粒  1克']","['高血压人群 尽量不吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",3.78克,26.7克,270.6大卡
8148,干煸四季豆,3.369, 64 收藏 , 111089 浏览,干煸,家常味,10分钟,新手尝试,"['四季豆 300克', '肉末 100克']","['芽菜 50克', '大蒜 4瓣', '干辣椒 3个', '白糖 1/2茶匙', '生抽 1茶匙', '料酒 1茶匙', '胡椒粉 少许']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",4.41克,8.3克,113.9大卡
14969,红烧羊肉煲,4.514, 79 收藏 , 14075 浏览,烧,家常味,90分钟,初中水平,['羊肉 800克'],"['秘制红烧汁 30克', '冰糖 10克', '盐 3克', '八角 2个', '香叶 3克', '花椒 适量', '油 适量', '黄酒 5克']","['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.89克,12.4克,185.4大卡
6407,荷塘小炒,3.712, 8800 收藏 , 96848 浏览,炒,家常味,5分钟,新手尝试,"['干木耳 1朵', '荷兰豆 2把', '莲藕 1小节', '胡萝卜 1/2根']","['生粉 1勺', '油 少许', '盐 适量', '蒜 2瓣']","['高血压人群 控制少吃', '高血脂人群 建议多吃', '高血糖人群 控制少吃', '减肥人群 建议多吃', '儿童 控制少吃']",8.33克,3.1克,73大卡
834,鱼香茄子,3.886, 537 收藏 , 152671 浏览,炒,鱼香味,15分钟,初中水平,"['茄子(紫皮，长) 3个', '猪肉馅 150克']","['大蒜 1头', '红辣椒 2根', '豆瓣酱(辣油) 1大勺', '盐 1小勺', '白糖 2勺', '醋 4勺', '生抽 2勺', '鸡精 1小勺', '香油 适量', '玉米淀粉 适量', '清水 半碗', '食用油 适量']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",2.52克,6.1克,76.4大卡
8912,糖醋芝麻豆腐,3.726, 1 收藏 , 4516 浏览,炒,酸甜味,15分钟,中级掌勺,['豆腐 1块'],"['食用油 适量', '番茄酱 3汤匙', '生抽 1汤匙', '水淀粉 1汤匙', '玉米淀粉 适量', '盐 少许', '糖 1勺', '芝麻 少许', '蒜末 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",7.42克,5.2克,117.9大卡
5653,排骨炖白菜,3.096, 26 收藏 , 11486 浏览,炖,家常味,90分钟,新手尝试,"['排骨 适量', '胡萝卜 50克', '白菜 300克', '粉条 30克']","['食用油 适量', '花椒 数粒', '八角 1个', '葱花 适量', '盐 适量']","['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",4.13克,5.5克,88.9大卡
12470,超级下饭鱼香茄子,4.265, 6 收藏 , 6049 浏览,烧,酸甜味,60分钟,未知,"['茄子 4条', '菜椒 2个', '红椒 一个']","['盐 适量', '酱油 适量', '醋 适量', '白糖 适量', '蒜 适量']","['高血压人群 建议多吃', '高血糖人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 建议多吃']",5.32克,0.2克,32.9大卡
5266,樱桃夹沙肉,4.147, 474 收藏 , 5444 浏览,蒸,甜味,90分钟,新手尝试,"['糯米 200克', '五花肉 500克', '樱桃蜜饯 20克']",['绿豆糕 5块'],"['高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '高血压人群 控制少吃', '儿童 控制少吃']",16.1克,24.8克,347.1大卡
10650,除夕夜的必备菜--香菇炒鸡,4.775, 15 收藏 , 6428 浏览,炒,香辣味,30分钟,未知,"['泰森谷饲童子鸡 500克', '香菇 200克', '青椒 4颗', '红辣椒 2颗']","['火锅底料 60克', '香葱 2根', '老姜 1块', '大蒜 5颗', '干辣椒 7个']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",3.29克,9.2克,134.5大卡
764,黄金太阳蛋,4.985, 28 收藏 , 36819 浏览,煎,家常味,10分钟,新手尝试,"['胡萝卜 1根', '土豆  1个', '土鸡蛋 3个']","['玉米淀粉 8克', '盐 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 控制少吃', '儿童 建议多吃']",5.6克,3克,71大卡
7022,青椒鹅蛋,4.514, 565 收藏 , 6470 浏览,炒,咸鲜味,15分钟,未知,"['青椒 2个', '鹅蛋 1个']",['耗油 2勺'],"['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.38克,6.9克,95.5大卡
2803,腊肠炒鸡蛋,4.994, 378 收藏 , 3855 浏览,炒,咸鲜味,10分钟,未知,"['鸡蛋 2个', '腊肠 1根']",['xo酱 两勺'],"['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 控制少吃', '儿童 控制少吃']",6.23克,28克,355.5大卡
7119,花椒肉,4.477, 14 收藏 , 11304 浏览,其它工艺,麻辣味,30分钟,高级厨师,['猪肉(瘦) 500克'],"['姜 25克', '葱 25克', '干辣椒 10克', '花椒 7.5克', '白糖 25克', '料酒 25克', '精盐 2.5克', '酱油 15克', '高汤 500克', '菜籽油 500克']","['高血脂人群 尽量不吃', '减肥人群 尽量不吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",1.68克,37克,395大卡
13596,双椒肉末馅饼,3.157, 4 收藏 , 10003 浏览,煎,家常味,90分钟,中级掌勺,"['面粉 450克', '清水 230克', '双椒肉末馅 320克']","['玉米油 10克', '盐 2克']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血压人群 控制少吃', '儿童 控制少吃']",22.89克,13克,285.7大卡
12955,口蘑炒肉片,4.808, 19 收藏 , 28305 浏览,炒,咸鲜味,10分钟,未知,"['口蘑 1盒', '猪肉 1小块']","['红椒 半个', '葱 1根', '盐 适量', '姜 1小块', '生抽 适量', '料酒 适量', '嫩肉粉 适量', '蚝油 适量']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",10.43克,12.7克,238.1大卡
7017,麻辣米粉蒸排骨（火锅底料版）,3.01, 393 收藏 , 6338 浏览,蒸,麻辣味,30分钟,初级入门,"['肋排 约350克', '荔浦芋头 约200克']","['大米 60克', '八角 1整个', '花椒 0.5克', '呷哺呷哺麻辣火锅底料 40克']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",8.96克,13.3克,212大卡
11630,炸肉丸,3.261, 382 收藏 , 4030 浏览,炸,家常味,30分钟,新手尝试,"['前腿肉 500克', '水 200克']","['生粉 适量', '胡椒粉 适量', '姜粉 适量', '生抽 适量']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",2.24克,15.9克,204.6大卡
8008,红烧鸡翅根,4.478, 5 收藏 , 8222 浏览,炖,家常味,60分钟,初级入门,['鸡翅根 400克'],"['油  5克', '盐  2克', '花椒  1克', '八角  1克', '葱  5克', '姜  5克', '蒜  5克', '冰糖  3克', '醋  2克', '老抽 2克']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",4.76克,11.9克,205.1大卡
7705,香肠蒸土豆,4.035, 9 收藏 , 7690 浏览,蒸,家常味,30分钟,未知,"['土豆 1个', '香肠 2段']",['清水 半锅'],"['高血糖人群 尽量不吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",11.69克,0.2克,74.3大卡
6472,香辣凉粉,3.988, 514 收藏 , 7149 浏览,煮,香辣味,15分钟,新手尝试,['豌豆淀粉 100克'],"['盐 一勺', '水 700毫升']","['高血压人群 建议多吃', '高血糖人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 建议多吃']",7.42克,0克,42.5大卡
818,清炒猪肝,4.343, 528 收藏 , 4932 浏览,炒,咸鲜味,10分钟,未知,['猪肝 一块'],['葱姜蒜 适量'],"['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.68克,4.6克,126大卡
4290,年夜饭“硬菜”-不加1滴水的红烧肉，入口,3.045, 14 收藏 , 4844 浏览,炖,家常味,60分钟,未知,['五花肉 适量'],"['冰糖 若干', '黑胡椒 适量', '盐 适量', '葱姜 适量', '八角 若干', '料酒 适量', '酱油 适量', '啤酒 1瓶', '桂皮 2根', '香叶 2-3片', '其他香料 适量']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",4.76克,4.6克,95.4大卡
10786,毛豆香干炒肉丁,3.302, 13 收藏 , 7783 浏览,炒,咸鲜味,10分钟,初级入门,"['毛豆 200克', '鸡肉 100克', '香干 两块']","['植物油 适量', '盐 适量', '生抽 10克', '姜 5克', '青红辣椒 2个']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 控制少吃']",4.69克,5克,125.7大卡
11677,香椿芽炒鸡蛋,3.998, 1 收藏 , 3760 浏览,炒,家常味,30分钟,未知,['香椿 150克'],"['鸡蛋 2个', '料酒 少许', '十三香 少许', '酱油 少许', '盐 少许', '鸡精 少许', '玉米油 适量']","['高血压人群 控制少吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",6.79克,5.2克,108.3大卡
9357,清蒸鳕鱼,3.547, 9 收藏 , 7609 浏览,蒸,咸鲜味,10分钟,未知,['鳕鱼 一包'],"['小米椒 一个', '姜 适量', '葱 适量', '盐 适量', '蒸鱼豉油 适量', '油 适量', '料酒 适量']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 控制少吃', '高血压人群 尽量不吃', '儿童 控制少吃']",4.13克,14.4克,154.7大卡
1743,红茶鹌鹑蛋,3.532, 0 收藏 , 1532 浏览,煮,家常味,30分钟,未知,"['鹌鹑蛋 500克', '红茶 适量']","['桂皮 少许', '香叶 少许', '葱姜蒜 适量', '生抽酱油 少许', '老抽酱油 少许', '盐 少许']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",8.12克,9.1克,183.3大卡
4534,烧苋菜,4.865, 5 收藏 , 5736 浏览,烧,家常味,10分钟,初中水平,['红苋菜 1把'],"['食用油 适量', '蒜头 适量', '食盐 少许']","['高血压人群 尽量不吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 控制少吃']",4.2克,7.9克,102.1大卡
7025,砂锅炖鲤鱼,3.79, 5 收藏 , 3545 浏览,炖,家常味,30分钟,未知,"['鲤鱼 一条', '五花肉 适量']","['葱姜 适量', '黄酒 1勺', '粗盐 少许', '生抽 1勺', '老抽 半勺', '白糖 2勺', '味精 少许']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",4.06克,4.7克,103.2大卡
14520,肉末粉丝炒包菜,4.748, 499 收藏 , 6420 浏览,炒,家常味,数天,未知,"['包菜 半个', '粉丝 一把', '肉末 半碗']","['盐 1勺半', '玉米油 30毫升', '生抽 5-8克', '糖 半勺', '高汤 两勺', '料酒 8克', '姜片 2片']","['高血糖人群 尽量不吃', '减肥人群 控制少吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",24.99克,3.9克,185大卡
11160,卤鸭掌鸭翅,4.2, 551 收藏 , 8908 浏览,卤,五香味,60分钟,新手尝试,"['鸭掌 500克', '鸭翅 500克', '鸡蛋 6个', '八角 1个', '香叶 3片', '花椒 1小把', '干辣椒 适量', '大蒜 5瓣', '姜 适量', '冰糖 20克']","['盐 20克', '生抽 3汤匙', '老抽 2汤匙', '料酒 2汤匙']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",5.32克,4.8克,147.1大卡
10865,不一样的糖醋里脊，太好吃了,4.126, 14 收藏 , 3947 浏览,炸,酸甜味,60分钟,未知,"['里脊 300克', '番茄酱 30克', '菠萝 50克', '佳果园菠萝汁 50毫升', '生粉 5克', '盐 3克', '香醋 35毫升', '陈醋 15毫升', '蛋清 1个', '白糖 30克']","['芝麻 适量', '油 适量']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",7.42克,5.9克,144大卡
5045,青椒炒肉丝,4.754, 3 收藏 , 4716 浏览,炒,咸鲜味,15分钟,未知,"['青椒 2只', '尖椒 1个', '肉丝 小半碗']","['盐 1-2勺', '清水 小半碗', '鸡精 一点点', '玉米油 25毫升', '姜片 3片', '料酒 5-8克']","['高血压人群 控制少吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 控制少吃']",2.38克,8.9克,107.5大卡
14409,紫土豆烧鸡,3.918, 0 收藏 , 1968 浏览,烧,家常味,30分钟,新手尝试,"['鸡肉 500克', '紫土豆 500克']","['黄豆瓣酱 2勺', '辣椒酱 1勺', '料酒 1勺', '酱油 2勺', '辣椒 5颗', '姜 3片', '蒜 2瓣']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 控制少吃', '高血脂人群 建议多吃', '儿童 控制少吃']",6.51克,1.1克,97大卡
14815,红烧茄子,3.449, 36 收藏 , 9178 浏览,炒,家常味,5分钟,新手尝试,['茄子(圆) 1个'],"['鸡蛋 1个', '青椒 1个', '老抽 1勺', '料酒 2勺', '糖 3勺', '水 4勺', '食用油 适量', '淀粉 适量', '葱 适量', '姜 适量']","['减肥人群 建议多吃', '高血糖人群 尽量不吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",10.29克,2.2克,85.6大卡
5210,香菜肉沫汤,4.3, 5 收藏 , 4562 浏览,煮,家常味,15分钟,未知,"['瘦肉 4两', '香菜 适量', '马蹄 4个']","['盐 适量', '红薯粉 适量']","['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",3.64克,2.6克,79.3大卡
8849,咖喱鸡肉,3.246, 120 收藏 , 76382 浏览,煮,咖喱味,30分钟,初级入门,"['鸡胸肉 500克', '土豆 1个', '胡萝卜 1根']","['咖喱 50克', '盐 0.5茶勺', '植物油 适量', '料酒 适量']","['高血压人群 建议多吃', '减肥人群 控制少吃', '高血脂人群 建议多吃', '高血糖人群 控制少吃', '儿童 建议多吃']",5.04克,2.6克,114.4大卡
3573,鲜香鹌鹑蛋肉圆香菇青菜面，荤素搭配,3.325, 532 收藏 , 2156 浏览,煮,咸鲜味,15分钟,初中水平,"['肉圆 10个左右', '小青菜 一把', '鹌鹑蛋 一碗', '干香菇 3-5个', '空心发酵面 100克']","['玉米油 25毫升', '纯净水 适量', '料酒 10克', '盐 1-2勺', '鸡精 半勺（可不加）']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",13.58克,12.4克,215大卡
14183,香烤鸡翅根,3.136, 9 收藏 , 5333 浏览,烤,家常味,30分钟,未知,"['鸡翅根 4只', '十三香 适量', '生抽 适量', '盐 适量', '料酒 适量']",['蜂蜜 适量'],"['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 控制少吃', '儿童 控制少吃']",3.57克,7.4克,135.3大卡
8778,拌猪耳朵,4.432, 507 收藏 , 3304 浏览,拌,家常味,10分钟,未知,"['猪耳（熟） 2个', '洋葱 半个', '香菜 1棵', '胡萝卜 半根']","['生抽 2勺', '精盐 适量', '麻油 少许', '白糖 1勺', '辣椒油 1勺', '蒜蓉 1勺', '香油 几滴']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 控制少吃']",3.57克,8.5克,142.5大卡
6513,香菇肉包,4.349, 5 收藏 , 3108 浏览,蒸,家常味,60分钟,未知,"['香菇 5朵', '胡萝卜 半根', '猪肉 800克', '面粉 450克', '酵母 5克']","['香辣酱 2勺', '淀粉 少许', '盐 8克']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",17.36克,21.4克,336.2大卡
12999,韭苔鸡蛋炒虾仁,4.041, 479 收藏 , 5144 浏览,炒,家常味,5分钟,初级入门,"['鸡蛋 2个', '韭菜苔 150克', '虾仁 100克', '牛肉肠 100克']","['调和油 20毫升', '生抽 10毫升']","['高血压人群 建议多吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",5.04克,14.4克,198.7大卡
11308,红烧茄子,4.624, 5570 收藏 , 24874 浏览,炸,香辣味,10分钟,中级掌勺,"['紫茄子 1根', '鸡腿肉 200克']","['花生油 10毫升', '盐 4克', '酱油 2毫升', '干辣椒 5个', '青辣椒 3个', '红头葱 30克', '生姜 2克']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",1.61克,2.8克,64.7大卡
4196,白灼虾,4.236, 6 收藏 , 5984 浏览,灼,家常味,5分钟,初级入门,"['大虾 500克', '小葱 1颗', '大蒜 3瓣']","['生姜 1块', '红尖椒 3个', '生抽 2勺', '料酒 1大勺', '蚝油 1大勺', '白砂糖 1小勺']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",2.66克,0.3克,59.6大卡
8310,榨菜炒鸡蛋,4.525, 2 收藏 , 3272 浏览,炒,家常味,15分钟,未知,"['鸡蛋 2个', '葱 1颗', '榨菜 1包']",['食用油 适量'],"['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",3.15克,6克,94.4大卡
1614,焗烤娃娃菜,4.437, 284 收藏 , 6950 浏览,烤,家常味,10分钟,新手尝试,"['娃娃菜 200克', '蒜 15克', '蚝油  2茶匙']","['盐 适量', '小米椒 1个', '香葱 少许']","['高血压人群 控制少吃', '高血糖人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 控制少吃']",3.01克,0.1克,17.5大卡
7798,鹅蛋木耳馅包子,4.233, 4 收藏 , 3976 浏览,蒸,家常味,90分钟,未知,"['面粉 400克', '木耳 50克', '包菜 50克', '豆腐皮 50克', '鹅蛋 1个']","['食用油 10毫升', '蚝油 5毫升', '盐 5克', '芝麻油 10毫升']","['高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 控制少吃', '儿童 控制少吃']",30.73克,8.4克,299.3大卡
11858,红烧带鱼,4.752, 501 收藏 , 2347 浏览,烧,咸鲜味,30分钟,中级掌勺,['带鱼 300克'],"['食用油 适量', '鸡蛋 1个', '老抽 少许', '盐 少许', '糖 半汤匙', '醋 1汤匙', '料酒 1汤匙', '葱姜 适量', '胡椒粉 少许']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.01克,6.3克,136.7大卡
10017,酱牛肉,4.3, 2 收藏 , 4523 浏览,酱,酱香味,60分钟,初级入门,['牛腱肉 4斤'],"['八角 4个', '烟桂 3段', '草果 2个', '肉豆蔻 1个', '香叶 3片', '山奈 3片', '良姜 1块', '小茴香 1大撮', '花椒 1大撮', '盐 少许', '冰糖 1把', '生抽 3勺', '老抽 2勺']","['高血压人群 建议多吃', '减肥人群 控制少吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.59克,1克,101.2大卡
4585,鲜肉包子,3.117, 485 收藏 , 5798 浏览,蒸,咸鲜味,90分钟,初中水平,"['面粉 750克', '干酵母 7.5克', '细砂糖 7.5克', '清水 405克-410克']","['鲜肉末 500克', '盐 2勺', '绵白糖 1勺半', '鸡精 半勺', '耗油 10克', '老抽 5克', '姜末 适量', '大葱末 小半碗', '清水 75克-100克', '料酒 10克', '生抽 5克', '麻油 8克']","['减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",32.34克,1.6克,230.9大卡
11650,扇贝肉炒鸡蛋,4.344, 14 收藏 , 7532 浏览,炒,家常味,30分钟,未知,"['扇贝肉 300克', '鸡蛋 5个', '大蒜叶 适量']","['盐 1勺', '菜籽油 40毫升', '鸡精 一点点', '清水 半碗', '姜片 2-3片']","['高血脂人群 建议多吃', '高血压人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.4克,3.4克,66大卡
5776,肉丝酸菜粉丝,3.458, 65 收藏 , 10056 浏览,炒,家常味,5分钟,新手尝试,"['酸菜 1盘', '粉丝 2小捆', '猪肉 100克']","['油 适量', '酱油 少许', '盐 少许', '葱花 少许', '水 少许', '淀粉 1小勺', '料酒 少许']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.82克,8克,88.2大卡
7917,油炸麻辣鹌鹑蛋,3.117, 0 收藏 , 2480 浏览,炸,麻辣味,15分钟,中级掌勺,['鹌鹑蛋 15只'],"['鸡蛋液 适量', '麻辣炸鸡配料 1包', '淀粉 适量']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",4.34克,7.2克,132.3大卡
3193,杜仲牛尾汤,4.327, 5 收藏 , 3383 浏览,炖,咸鲜味,数小时,新手尝试,"['牛尾 1条', '杜仲 30克']","['生姜 4片', '绍酒 少许', '盐 少许', '香菜 少许']","['高血压人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",2.03克,0.9克,89.4大卡
7992,水煮杏鲍菇,4.086, 18 收藏 , 53891 浏览,煮,香辣味,15分钟,新手尝试,['杏鲍菇 500克'],"['芹菜 1棵', '郫县豆瓣酱 2汤匙', '葱白 1段', '麻椒 20粒', '白糖 半汤匙', '油盐 适量']","['高血糖人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",5.81克,0.1克,31大卡
3372,虾肉葱花酱,3.122, 1 收藏 , 2259 浏览,炒,酱香味,10分钟,未知,"['大虾 9个', '大葱 1棵', '黄豆酱 2勺']","['水淀粉 1勺', '香油 几滴', '姜 几片']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '儿童 建议多吃']",2.94克,0.3克,50.6大卡
3402,厨神戈登的炒蛋,4.024, 5 收藏 , 4804 浏览,炒,家常味,5分钟,未知,"['鸡蛋 2个', '番茄 1串']","['盐 适量', '黄油 15克', '黑胡椒 适量']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",0.91克,7.8克,120.1大卡
8339,花菜炒腊肉,4.709, 28 收藏 , 2711 浏览,炒,家常味,15分钟,未知,"['花菜 1颗', '腊肉 1块']","['干辣椒 5个', '大蒜 4瓣', '生姜 5克']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",3.64克,5.5克,72.3大卡
3223,麻辣鸭翅,4.839, 7 收藏 , 3893 浏览,炖,麻辣味,30分钟,未知,"['鸭翅 500克', '葱 5克', '姜 5克', '蒜 5克', '花椒 3克', '八角 3克']","['油 0.5勺', '料酒 1勺', '一品鲜酱油 1勺', '蚝油 0.5勺', '糖 0.5勺', '盐 1匙', '味精 0.2匙']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",5.95克,6.1克,149.6大卡
7930,盐水豆苗,3.242, 7 收藏 , 88856 浏览,煮,家常味,15分钟,新手尝试,['豆苗 250克'],"['姜 1块', '盐 1小勺', '食用油 1汤匙']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.89克,2.7克,42.6大卡
12835,午餐肉杂蔬炒饭,3.993, 0 收藏 , 2490 浏览,炒,咸鲜味,10分钟,新手尝试,"['米饭 2小碗', '鸡蛋 2个', '午餐肉 100克', '干香菇 8朵', '胡萝卜 1小段']","['盐 适量', '油 适量', '老抽 适量', '蚝油 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '儿童 建议多吃']",15.4克,6.2克,162.5大卡
